challenge,chem_fp,groupsplit,conctype,set,fold,chem_prop,tax_pdm,tax_prop,exp,best_hp,idx_hp,n_estimators,max_depth,max_features,max_samples,min_samples_leaf,min_samples_split,r2,rmse,mae,pearson
s-F2F-3,ToxPrint,totallyrandom,mass,train,mean,chemprop,none,none,exp-dropfirst,True,27,300,50,sqrt,1.0,1,2,0.95587,0.32112,0.21316,0.97809
s-F2F-3,ToxPrint,totallyrandom,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,27,300,50,sqrt,1.0,1,2,0.87623,0.53693,0.35991,0.93647
s-F2F-3,ToxPrint,occurrence,mass,train,mean,chemprop,none,none,exp-dropfirst,True,170,150,200,sqrt,1.0,1,2,0.95823,0.31707,0.20929,0.9791
s-F2F-3,ToxPrint,occurrence,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,170,150,200,sqrt,1.0,1,2,0.54611,1.00824,0.78334,0.75962
s-F2F-3,ToxPrint,occurrence,molar,train,mean,chemprop,none,none,exp-dropfirst,True,156,50,200,sqrt,0.5,1,2,0.9477,0.38152,0.26092,0.97408
s-F2F-3,ToxPrint,occurrence,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,156,50,200,sqrt,0.5,1,2,0.59373,1.01871,0.79309,0.78671
s-F2F-3,mol2vec,totallyrandom,mass,train,mean,chemprop,none,none,exp-dropfirst,True,99,300,100,sqrt,1.0,1,2,0.95484,0.32486,0.21549,0.97756
s-F2F-3,mol2vec,totallyrandom,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,99,300,100,sqrt,1.0,1,2,0.86761,0.55499,0.3668,0.93179
s-F2F-3,mol2vec,totallyrandom,molar,train,mean,chemprop,none,none,exp-dropfirst,True,98,150,100,sqrt,1.0,1,2,0.96056,0.32641,0.21641,0.9804
s-F2F-3,mol2vec,totallyrandom,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,98,150,100,sqrt,1.0,1,2,0.88588,0.55429,0.36742,0.94151
s-F2F-3,mol2vec,occurrence,mass,train,mean,chemprop,none,none,exp-dropfirst,True,34,150,50,sqrt,1.0,1,10,0.94012,0.38005,0.26438,0.97001
s-F2F-3,mol2vec,occurrence,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,34,150,50,sqrt,1.0,1,10,0.52271,1.03894,0.78945,0.75169
s-F2F-3,mol2vec,occurrence,molar,train,mean,chemprop,none,none,exp-dropfirst,True,25,100,50,sqrt,1.0,1,2,0.96319,0.3198,0.21059,0.98159
s-F2F-3,mol2vec,occurrence,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,25,100,50,sqrt,1.0,1,2,0.5869,1.03586,0.79266,0.7872
s-F2F-3,Mordred,totallyrandom,mass,train,mean,chemprop,none,none,exp-dropfirst,True,97,100,100,sqrt,1.0,1,2,0.95407,0.3276,0.21673,0.97711
s-F2F-3,Mordred,totallyrandom,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,97,100,100,sqrt,1.0,1,2,0.86999,0.55028,0.36412,0.93306
s-F2F-3,Mordred,totallyrandom,molar,train,mean,chemprop,none,none,exp-dropfirst,True,170,150,200,sqrt,1.0,1,2,0.96047,0.32679,0.21644,0.9803
s-F2F-3,Mordred,totallyrandom,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,170,150,200,sqrt,1.0,1,2,0.88651,0.55275,0.36582,0.94185
s-F2F-3,Mordred,occurrence,mass,train,mean,chemprop,none,none,exp-dropfirst,True,14,150,50,sqrt,0.5,1,2,0.9394,0.38222,0.2612,0.96998
s-F2F-3,Mordred,occurrence,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,14,150,50,sqrt,0.5,1,2,0.53465,1.02483,0.80337,0.7526
s-F2F-3,Mordred,occurrence,molar,train,mean,chemprop,none,none,exp-dropfirst,True,168,50,200,sqrt,1.0,1,2,0.96256,0.32256,0.21176,0.98123
s-F2F-3,Mordred,occurrence,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,168,50,200,sqrt,1.0,1,2,0.59951,1.02141,0.79962,0.79119
s-F2F-3,none,totallyrandom,mass,train,mean,chemprop,none,none,exp-dropfirst,True,98,150,100,sqrt,1.0,1,2,0.95102,0.33831,0.23271,0.97602
s-F2F-3,none,totallyrandom,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,98,150,100,sqrt,1.0,1,2,0.84427,0.60206,0.41003,0.91956
s-F2F-3,none,totallyrandom,molar,train,mean,chemprop,none,none,exp-dropfirst,True,27,300,50,sqrt,1.0,1,2,0.95812,0.33637,0.23134,0.97944
s-F2F-3,none,totallyrandom,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,27,300,50,sqrt,1.0,1,2,0.86633,0.5998,0.40936,0.93133
s-F2F-3,none,occurrence,molar,train,mean,chemprop,none,none,exp-dropfirst,True,179,300,200,sqrt,1.0,1,10,0.9333,0.43105,0.30478,0.96741
s-F2F-3,none,occurrence,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,179,300,200,sqrt,1.0,1,10,0.54905,1.07875,0.83784,0.75756
s-F2F-3,none,occurrence,mass,train,mean,chemprop,none,none,exp-dropfirst,True,157,100,200,sqrt,0.5,1,2,0.92738,0.41864,0.29116,0.96452
s-F2F-3,none,occurrence,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,157,100,200,sqrt,0.5,1,2,0.48367,1.07712,0.83319,0.7117
s-C2C,MACCS,totallyrandom,molar,train,mean,chemprop,none,none,exp-dropfirst,True,171,300,200,sqrt,1.0,1,2,0.94801,0.42709,0.25602,0.97416
s-C2C,MACCS,totallyrandom,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,171,300,200,sqrt,1.0,1,2,0.83586,0.75725,0.47601,0.91452
s-C2C,MACCS,totallyrandom,mass,train,mean,chemprop,none,none,exp-dropfirst,True,170,150,200,sqrt,1.0,1,2,0.9409,0.42766,0.25639,0.97064
s-C2C,MACCS,totallyrandom,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,170,150,200,sqrt,1.0,1,2,0.81488,0.75518,0.47619,0.903
s-C2C,MACCS,occurrence,mass,train,mean,chemprop,none,none,exp-dropfirst,True,97,100,100,sqrt,1.0,1,2,0.9359,0.43944,0.25665,0.96778
s-C2C,MACCS,occurrence,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,97,100,100,sqrt,1.0,1,2,0.64086,1.02931,0.73936,0.81171
s-C2C,MACCS,occurrence,molar,train,mean,chemprop,none,none,exp-dropfirst,True,169,100,200,sqrt,1.0,1,2,0.94337,0.44023,0.25742,0.97157
s-C2C,MACCS,occurrence,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,169,100,200,sqrt,1.0,1,2,0.67812,1.03631,0.74747,0.83441
s-C2C,pcp,totallyrandom,molar,train,mean,chemprop,none,none,exp-dropfirst,True,24,50,50,sqrt,1.0,1,2,0.94675,0.43225,0.25889,0.97345
s-C2C,pcp,totallyrandom,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,24,50,50,sqrt,1.0,1,2,0.83513,0.75862,0.47549,0.91414
s-C2C,pcp,totallyrandom,mass,train,mean,chemprop,none,none,exp-dropfirst,True,98,150,100,sqrt,1.0,1,2,0.94087,0.42779,0.25543,0.9706
s-C2C,pcp,totallyrandom,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,98,150,100,sqrt,1.0,1,2,0.8138,0.75688,0.47387,0.90238
s-C2C,pcp,occurrence,mass,train,mean,chemprop,none,none,exp-dropfirst,True,85,100,100,sqrt,0.5,1,2,0.90897,0.52396,0.33175,0.95444
s-C2C,pcp,occurrence,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,85,100,100,sqrt,0.5,1,2,0.63118,1.04172,0.75345,0.80707
s-C2C,pcp,occurrence,molar,train,mean,chemprop,none,none,exp-dropfirst,True,30,150,50,sqrt,1.0,1,5,0.92219,0.51623,0.32508,0.96088
s-C2C,pcp,occurrence,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,30,150,50,sqrt,1.0,1,5,0.66916,1.04916,0.75583,0.8297
s-C2C,Morgan,totallyrandom,mass,train,mean,chemprop,none,none,exp-dropfirst,True,169,100,200,sqrt,1.0,1,2,0.94038,0.42951,0.25859,0.97039
s-C2C,Morgan,totallyrandom,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,169,100,200,sqrt,1.0,1,2,0.81415,0.75662,0.47853,0.90254
s-C2C,Morgan,totallyrandom,molar,train,mean,chemprop,none,none,exp-dropfirst,True,25,100,50,sqrt,1.0,1,2,0.94756,0.42891,0.25805,0.97393
s-C2C,Morgan,totallyrandom,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,25,100,50,sqrt,1.0,1,2,0.83591,0.75721,0.47804,0.91454
s-C2C,Morgan,occurrence,molar,train,mean,chemprop,none,none,exp-dropfirst,True,27,300,50,sqrt,1.0,1,2,0.94388,0.43826,0.25773,0.97187
s-C2C,Morgan,occurrence,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,27,300,50,sqrt,1.0,1,2,0.68149,1.03004,0.75454,0.83907
s-C2C,Morgan,occurrence,mass,train,mean,chemprop,none,none,exp-dropfirst,True,28,50,50,sqrt,1.0,1,5,0.91169,0.51605,0.32446,0.9556
s-C2C,Morgan,occurrence,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,28,50,50,sqrt,1.0,1,5,0.64767,1.01731,0.74701,0.81556
s-C2C,ToxPrint,totallyrandom,molar,train,mean,chemprop,none,none,exp-dropfirst,True,171,300,200,sqrt,1.0,1,2,0.94821,0.42627,0.25626,0.9743
s-C2C,ToxPrint,totallyrandom,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,171,300,200,sqrt,1.0,1,2,0.83634,0.75618,0.47856,0.91474
s-C2C,ToxPrint,totallyrandom,mass,train,mean,chemprop,none,none,exp-dropfirst,True,171,300,200,sqrt,1.0,1,2,0.94138,0.42593,0.25585,0.97092
s-C2C,ToxPrint,totallyrandom,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,171,300,200,sqrt,1.0,1,2,0.81615,0.75255,0.47561,0.90364
s-C2C,ToxPrint,occurrence,molar,train,mean,chemprop,none,none,exp-dropfirst,True,158,150,200,sqrt,0.5,1,2,0.92041,0.52217,0.33234,0.96042
s-C2C,ToxPrint,occurrence,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,158,150,200,sqrt,0.5,1,2,0.66194,1.0588,0.76136,0.82342
s-C2C,ToxPrint,occurrence,mass,train,mean,chemprop,none,none,exp-dropfirst,True,86,150,100,sqrt,0.5,1,2,0.90955,0.52234,0.33214,0.95494
s-C2C,ToxPrint,occurrence,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,86,150,100,sqrt,0.5,1,2,0.62274,1.05316,0.75872,0.79869
s-C2C,mol2vec,totallyrandom,molar,train,mean,chemprop,none,none,exp-dropfirst,True,175,300,200,sqrt,1.0,1,5,0.92886,0.49963,0.31579,0.96444
s-C2C,mol2vec,totallyrandom,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,175,300,200,sqrt,1.0,1,5,0.82888,0.77315,0.49995,0.91074
s-C2C,mol2vec,totallyrandom,mass,train,mean,chemprop,none,none,exp-dropfirst,True,31,300,50,sqrt,1.0,1,5,0.91928,0.49984,0.31562,0.95965
s-C2C,mol2vec,totallyrandom,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,31,300,50,sqrt,1.0,1,5,0.80677,0.77162,0.49914,0.89852
s-C2C,mol2vec,occurrence,molar,train,mean,chemprop,none,none,exp-dropfirst,True,168,50,200,sqrt,1.0,1,2,0.94213,0.44506,0.26244,0.97095
s-C2C,mol2vec,occurrence,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,168,50,200,sqrt,1.0,1,2,0.63956,1.09574,0.80082,0.81342
s-C2C,mol2vec,occurrence,mass,train,mean,chemprop,none,none,exp-dropfirst,True,26,150,50,sqrt,1.0,1,2,0.93527,0.44166,0.2601,0.96754
s-C2C,mol2vec,occurrence,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,26,150,50,sqrt,1.0,1,2,0.59505,1.09232,0.79471,0.78757
s-C2C,Mordred,totallyrandom,molar,train,mean,chemprop,none,none,exp-dropfirst,True,30,150,50,sqrt,1.0,1,5,0.92777,0.50342,0.31862,0.96382
s-C2C,Mordred,totallyrandom,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,30,150,50,sqrt,1.0,1,5,0.82927,0.77262,0.49839,0.91094
s-C2C,Mordred,totallyrandom,mass,train,mean,chemprop,none,none,exp-dropfirst,True,175,300,200,sqrt,1.0,1,5,0.9185,0.50224,0.31741,0.9592
s-C2C,Mordred,totallyrandom,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,175,300,200,sqrt,1.0,1,5,0.80689,0.77169,0.49803,0.8986
s-C2C,Mordred,occurrence,mass,train,mean,chemprop,none,none,exp-dropfirst,True,171,300,200,sqrt,1.0,1,2,0.93543,0.44112,0.25956,0.96757
s-C2C,Mordred,occurrence,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,171,300,200,sqrt,1.0,1,2,0.58353,1.10858,0.80667,0.77803
s-C2C,Mordred,occurrence,molar,train,mean,chemprop,none,none,exp-dropfirst,True,97,100,100,sqrt,1.0,1,2,0.94269,0.44292,0.26082,0.97123
s-C2C,Mordred,occurrence,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,97,100,100,sqrt,1.0,1,2,0.62926,1.11252,0.81205,0.80431
s-C2C,none,totallyrandom,molar,train,mean,chemprop,none,none,exp-dropfirst,True,25,100,50,sqrt,1.0,1,2,0.94174,0.45215,0.28628,0.97147
s-C2C,none,totallyrandom,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,25,100,50,sqrt,1.0,1,2,0.78925,0.85862,0.56308,0.88887
s-C2C,none,totallyrandom,mass,train,mean,chemprop,none,none,exp-dropfirst,True,99,300,100,sqrt,1.0,1,2,0.93444,0.45047,0.28635,0.96817
s-C2C,none,totallyrandom,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,99,300,100,sqrt,1.0,1,2,0.7601,0.86009,0.56521,0.87239
s-C2C,none,occurrence,mass,train,mean,chemprop,none,none,exp-dropfirst,True,98,150,100,sqrt,1.0,1,2,0.93121,0.45535,0.27909,0.96592
s-C2C,none,occurrence,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,98,150,100,sqrt,1.0,1,2,0.40014,1.33,0.98332,0.64434
s-C2C,none,occurrence,molar,train,mean,chemprop,none,none,exp-dropfirst,True,9,100,50,sqrt,0.25,1,10,0.79352,0.84135,0.59238,0.89659
s-C2C,none,occurrence,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,9,100,50,sqrt,0.25,1,10,0.46636,1.33437,1.00505,0.69239
s-A2A,MACCS,totallyrandom,molar,train,mean,chemprop,none,none,exp-dropfirst,True,173,100,200,sqrt,1.0,1,5,0.84926,0.52705,0.39072,0.93354
s-A2A,MACCS,totallyrandom,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,173,100,200,sqrt,1.0,1,5,0.56532,0.85813,0.64952,0.78103
s-A2A,MACCS,totallyrandom,mass,train,mean,chemprop,none,none,exp-dropfirst,True,133,100,100,1,1.0,1,2,0.93347,0.34428,0.25334,0.97291
s-A2A,MACCS,totallyrandom,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,133,100,100,1,1.0,1,2,0.54936,0.85386,0.63456,0.77849
s-A2A,MACCS,occurrence,molar,train,mean,chemprop,none,none,exp-dropfirst,True,24,50,50,sqrt,1.0,1,2,0.92839,0.34069,0.24005,0.96829
s-A2A,MACCS,occurrence,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,24,50,50,sqrt,1.0,1,2,0.4971,0.84137,0.66552,0.73745
s-A2A,MACCS,occurrence,mass,train,mean,chemprop,none,none,exp-dropfirst,True,205,100,200,1,1.0,1,2,0.93473,0.3219,0.23159,0.97164
s-A2A,MACCS,occurrence,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,205,100,200,1,1.0,1,2,0.51284,0.82864,0.61888,0.7592
s-A2A,pcp,totallyrandom,mass,train,mean,chemprop,none,none,exp-dropfirst,True,29,100,50,sqrt,1.0,1,5,0.82773,0.55387,0.40798,0.9207
s-A2A,pcp,totallyrandom,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,29,100,50,sqrt,1.0,1,5,0.52024,0.8828,0.67599,0.76424
s-A2A,pcp,totallyrandom,molar,train,mean,chemprop,none,none,exp-dropfirst,True,175,300,200,sqrt,1.0,1,5,0.83316,0.55445,0.41443,0.92382
s-A2A,pcp,totallyrandom,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,175,300,200,sqrt,1.0,1,5,0.52684,0.89311,0.6843,0.77195
s-A2A,pcp,occurrence,molar,train,mean,chemprop,none,none,exp-dropfirst,True,207,300,200,1,1.0,1,2,0.93085,0.33475,0.24433,0.96953
s-A2A,pcp,occurrence,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,207,300,200,1,1.0,1,2,0.46482,0.85683,0.67735,0.71716
s-A2A,pcp,occurrence,mass,train,mean,chemprop,none,none,exp-dropfirst,True,96,50,100,sqrt,1.0,1,2,0.92518,0.3439,0.24473,0.96631
s-A2A,pcp,occurrence,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,96,50,100,sqrt,1.0,1,2,0.49128,0.83557,0.65073,0.72905
s-A2A,Morgan,totallyrandom,mass,train,mean,chemprop,none,none,exp-dropfirst,True,173,100,200,sqrt,1.0,1,5,0.84214,0.52991,0.37526,0.93071
s-A2A,Morgan,totallyrandom,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,173,100,200,sqrt,1.0,1,5,0.57595,0.82847,0.62385,0.80078
s-A2A,Morgan,totallyrandom,molar,train,mean,chemprop,none,none,exp-dropfirst,True,100,50,100,sqrt,1.0,1,5,0.8449,0.53475,0.37784,0.93273
s-A2A,Morgan,totallyrandom,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,100,50,100,sqrt,1.0,1,5,0.57489,0.84654,0.6426,0.79807
s-A2A,Morgan,occurrence,mass,train,mean,chemprop,none,none,exp-dropfirst,True,27,300,50,sqrt,1.0,1,2,0.93125,0.33005,0.23038,0.97128
s-A2A,Morgan,occurrence,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,27,300,50,sqrt,1.0,1,2,0.47601,0.86525,0.65143,0.75674
s-A2A,Morgan,occurrence,molar,train,mean,chemprop,none,none,exp-dropfirst,True,98,150,100,sqrt,1.0,1,2,0.93527,0.32329,0.22932,0.97345
s-A2A,Morgan,occurrence,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,98,150,100,sqrt,1.0,1,2,0.5052,0.85254,0.64211,0.77182
s-A2A,ToxPrint,totallyrandom,molar,train,mean,chemprop,none,none,exp-dropfirst,True,172,50,200,sqrt,1.0,1,5,0.80242,0.60381,0.45597,0.91292
s-A2A,ToxPrint,totallyrandom,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,172,50,200,sqrt,1.0,1,5,0.50536,0.91716,0.72706,0.73642
s-A2A,ToxPrint,totallyrandom,mass,train,mean,chemprop,none,none,exp-dropfirst,True,134,150,100,1,1.0,1,2,0.92172,0.37327,0.28627,0.97066
s-A2A,ToxPrint,totallyrandom,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,134,150,100,1,1.0,1,2,0.49067,0.91286,0.70564,0.7401
s-A2A,ToxPrint,occurrence,mass,train,mean,chemprop,none,none,exp-dropfirst,True,26,150,50,sqrt,1.0,1,2,0.92711,0.33946,0.24499,0.96964
s-A2A,ToxPrint,occurrence,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,26,150,50,sqrt,1.0,1,2,0.40405,0.90692,0.70484,0.68517
s-A2A,ToxPrint,occurrence,molar,train,mean,chemprop,none,none,exp-dropfirst,True,205,100,200,1,1.0,1,2,0.92841,0.34016,0.24916,0.97019
s-A2A,ToxPrint,occurrence,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,205,100,200,1,1.0,1,2,0.42243,0.89951,0.70088,0.69789
s-A2A,mol2vec,totallyrandom,molar,train,mean,chemprop,none,none,exp-dropfirst,True,177,100,200,sqrt,1.0,1,10,0.83139,0.55781,0.41143,0.93095
s-A2A,mol2vec,totallyrandom,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,177,100,200,sqrt,1.0,1,10,0.53198,0.89489,0.68539,0.76919
s-A2A,mol2vec,totallyrandom,mass,train,mean,chemprop,none,none,exp-dropfirst,True,100,50,100,sqrt,1.0,1,5,0.87393,0.47336,0.34071,0.94725
s-A2A,mol2vec,totallyrandom,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,100,50,100,sqrt,1.0,1,5,0.52343,0.8885,0.66667,0.7525
s-A2A,mol2vec,occurrence,mass,train,mean,chemprop,none,none,exp-dropfirst,True,24,50,50,sqrt,1.0,1,2,0.91676,0.36261,0.25781,0.96628
s-A2A,mol2vec,occurrence,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,24,50,50,sqrt,1.0,1,2,0.3601,0.95736,0.7217,0.67732
s-A2A,mol2vec,occurrence,molar,train,mean,chemprop,none,none,exp-dropfirst,True,98,150,100,sqrt,1.0,1,2,0.92525,0.34599,0.24294,0.96941
s-A2A,mol2vec,occurrence,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,98,150,100,sqrt,1.0,1,2,0.38974,0.94235,0.70375,0.67839
s-A2A,Mordred,totallyrandom,mass,train,mean,chemprop,none,none,exp-dropfirst,True,66,150,50,1,1.0,1,5,0.82304,0.56158,0.41391,0.9296
s-A2A,Mordred,totallyrandom,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,66,150,50,1,1.0,1,5,0.52328,0.88602,0.67865,0.76456
s-A2A,Mordred,totallyrandom,molar,train,mean,chemprop,none,none,exp-dropfirst,True,30,150,50,sqrt,1.0,1,5,0.88283,0.46483,0.32994,0.95022
s-A2A,Mordred,totallyrandom,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,30,150,50,sqrt,1.0,1,5,0.53683,0.88917,0.65845,0.76547
s-A2A,Mordred,occurrence,mass,train,mean,chemprop,none,none,exp-dropfirst,True,97,100,100,sqrt,1.0,1,2,0.92939,0.33456,0.23623,0.9711
s-A2A,Mordred,occurrence,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,97,100,100,sqrt,1.0,1,2,0.43347,0.8935,0.67125,0.70394
s-A2A,Mordred,occurrence,molar,train,mean,chemprop,none,none,exp-dropfirst,True,171,300,200,sqrt,1.0,1,2,0.92752,0.34164,0.24167,0.97032
s-A2A,Mordred,occurrence,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,171,300,200,sqrt,1.0,1,2,0.42866,0.90126,0.68968,0.69961
s-A2A,none,totallyrandom,mass,train,mean,chemprop,none,none,exp-dropfirst,True,171,300,200,sqrt,1.0,1,2,0.91729,0.38375,0.29375,0.97091
s-A2A,none,totallyrandom,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,171,300,200,sqrt,1.0,1,2,0.4376,0.95521,0.73459,0.67724
s-A2A,none,totallyrandom,molar,train,mean,chemprop,none,none,exp-dropfirst,True,28,50,50,sqrt,1.0,1,5,0.83023,0.55941,0.4245,0.9326
s-A2A,none,totallyrandom,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,28,50,50,sqrt,1.0,1,5,0.46545,0.95431,0.75334,0.69841
s-A2A,none,occurrence,molar,train,mean,chemprop,none,none,exp-dropfirst,True,169,100,200,sqrt,1.0,1,2,0.92267,0.35393,0.26286,0.96844
s-A2A,none,occurrence,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,169,100,200,sqrt,1.0,1,2,0.32184,0.99469,0.78062,0.63484
s-A2A,none,occurrence,mass,train,mean,chemprop,none,none,exp-dropfirst,True,24,50,50,sqrt,1.0,1,2,0.91759,0.36037,0.26764,0.96754
s-A2A,none,occurrence,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,24,50,50,sqrt,1.0,1,2,0.32345,0.97975,0.77018,0.64644
